"","time","location","Location_name","rating"
"63","2020-04-06 00:40:00",3,"Old Town",NA
"64","2020-04-06 00:40:00",3,"Old Town",NA
"65","2020-04-06 00:40:00",5,"Southwest",NA
"66","2020-04-06 00:40:00",5,"Southwest",NA
"67","2020-04-06 00:40:00",6,"Downtown",0
"68","2020-04-06 00:40:00",6,"Downtown",NA
"69","2020-04-06 00:40:00",19,"West Parton",1
"70","2020-04-06 00:45:00",2,"Northwest",NA
"71","2020-04-06 00:45:00",2,"Northwest",NA
"72","2020-04-06 00:45:00",6,"Downtown",NA
"73","2020-04-06 00:45:00",8,"Scenic Vista",NA
"74","2020-04-06 00:45:00",9,"Broadview",NA
"75","2020-04-06 00:50:00",2,"Northwest",0
"76","2020-04-06 00:50:00",3,"Old Town",NA
"77","2020-04-06 00:50:00",5,"Southwest",NA
"78","2020-04-06 00:50:00",9,"Broadview",NA
"79","2020-04-06 00:50:00",14,"Easton",NA
"80","2020-04-06 00:50:00",14,"Easton",NA
"81","2020-04-06 00:50:00",15,"Weston",NA
"82","2020-04-06 00:50:00",19,"West Parton",1
"83","2020-04-06 00:55:00",2,"Northwest",NA
"84","2020-04-06 00:55:00",4,"Safe Town",NA
"85","2020-04-06 00:55:00",6,"Downtown",1
"86","2020-04-06 00:55:00",14,"Easton",NA
"87","2020-04-06 00:55:00",15,"Weston",NA
"88","2020-04-06 00:55:00",15,"Weston",NA
"89","2020-04-06 00:55:00",15,"Weston",NA
"90","2020-04-06 00:55:00",15,"Weston",0
"91","2020-04-06 00:55:00",19,"West Parton",NA
"92","2020-04-06 01:00:00",3,"Old Town",0
"93","2020-04-06 01:00:00",6,"Downtown",NA
"94","2020-04-06 01:00:00",6,"Downtown",NA
"95","2020-04-06 01:00:00",9,"Broadview",NA
"96","2020-04-06 01:00:00",9,"Broadview",NA
"97","2020-04-06 01:00:00",12,"Pepper Mill",NA
"98","2020-04-06 01:00:00",14,"Easton",0
"99","2020-04-06 01:00:00",14,"Easton",NA
"100","2020-04-06 01:00:00",15,"Weston",NA
"101","2020-04-06 01:05:00",2,"Northwest",1
"102","2020-04-06 01:05:00",2,"Northwest",NA
"103","2020-04-06 01:05:00",6,"Downtown",NA
"104","2020-04-06 01:05:00",9,"Broadview",NA
"105","2020-04-06 01:05:00",11,"Terrapin",NA
"106","2020-04-06 01:05:00",12,"Pepper Mill",NA
"107","2020-04-06 01:05:00",15,"Weston",NA
"108","2020-04-06 01:10:00",3,"Old Town",NA
"109","2020-04-06 01:10:00",3,"Old Town",NA
"110","2020-04-06 01:10:00",6,"Downtown",0
"111","2020-04-06 01:10:00",6,"Downtown",NA
"112","2020-04-06 01:10:00",8,"Scenic Vista",NA
"113","2020-04-06 01:10:00",9,"Broadview",NA
"114","2020-04-06 01:10:00",13,"Cheddarford",NA
"115","2020-04-06 01:10:00",16,"Southton",NA
"116","2020-04-06 01:10:00",16,"Southton",NA
"117","2020-04-06 01:15:00",2,"Northwest",NA
"118","2020-04-06 01:15:00",3,"Old Town",NA
"119","2020-04-06 01:15:00",6,"Downtown",NA
"120","2020-04-06 01:15:00",6,"Downtown",NA
"121","2020-04-06 01:15:00",6,"Downtown",NA
"122","2020-04-06 01:15:00",8,"Scenic Vista",NA
"123","2020-04-06 01:15:00",8,"Scenic Vista",NA
"124","2020-04-06 01:15:00",8,"Scenic Vista",NA
"125","2020-04-06 01:15:00",8,"Scenic Vista",NA
"126","2020-04-06 01:15:00",9,"Broadview",NA
"127","2020-04-06 01:15:00",13,"Cheddarford",NA
"128","2020-04-06 01:15:00",13,"Cheddarford",NA
"129","2020-04-06 01:15:00",14,"Easton",NA
"130","2020-04-06 01:15:00",18,"East Parton",0
"131","2020-04-06 01:20:00",1,"Palace Hills",NA
"132","2020-04-06 01:20:00",2,"Northwest",NA
"133","2020-04-06 01:20:00",3,"Old Town",NA
"134","2020-04-06 01:20:00",9,"Broadview",NA
"135","2020-04-06 01:20:00",11,"Terrapin",NA
"136","2020-04-06 01:20:00",15,"Weston",1
"137","2020-04-06 01:25:00",1,"Palace Hills",1
"138","2020-04-06 01:25:00",9,"Broadview",NA
"139","2020-04-06 01:25:00",12,"Pepper Mill",NA
"140","2020-04-06 01:25:00",14,"Easton",NA
"141","2020-04-06 01:25:00",14,"Easton",NA
"142","2020-04-06 01:25:00",18,"East Parton",NA
"143","2020-04-06 01:30:00",3,"Old Town",NA
"144","2020-04-06 01:30:00",6,"Downtown",0
"145","2020-04-06 01:30:00",11,"Terrapin",NA
"146","2020-04-06 01:30:00",19,"West Parton",NA
"147","2020-04-06 01:35:00",1,"Palace Hills",NA
"148","2020-04-06 01:35:00",5,"Southwest",NA
"149","2020-04-06 01:35:00",6,"Downtown",NA
"150","2020-04-06 01:35:00",11,"Terrapin",NA
"151","2020-04-06 01:35:00",12,"Pepper Mill",NA
"152","2020-04-06 01:35:00",18,"East Parton",NA
"153","2020-04-06 01:40:00",2,"Northwest",NA
"154","2020-04-06 01:40:00",3,"Old Town",NA
"155","2020-04-06 01:40:00",3,"Old Town",NA
"156","2020-04-06 01:40:00",10,"Chapparal",NA
"157","2020-04-06 01:40:00",15,"Weston",1
"158","2020-04-06 01:40:00",15,"Weston",NA
"159","2020-04-06 01:45:00",2,"Northwest",NA
"160","2020-04-06 01:45:00",2,"Northwest",1
"161","2020-04-06 01:45:00",3,"Old Town",NA
"162","2020-04-06 01:45:00",3,"Old Town",NA
"163","2020-04-06 01:45:00",8,"Scenic Vista",NA
"164","2020-04-06 01:50:00",2,"Northwest",1
"165","2020-04-06 01:50:00",3,"Old Town",NA
"166","2020-04-06 01:50:00",3,"Old Town",NA
"167","2020-04-06 01:50:00",5,"Southwest",NA
"168","2020-04-06 01:50:00",8,"Scenic Vista",1
"169","2020-04-06 01:50:00",8,"Scenic Vista",NA
"170","2020-04-06 01:50:00",8,"Scenic Vista",NA
"171","2020-04-06 01:50:00",9,"Broadview",NA
"172","2020-04-06 01:50:00",19,"West Parton",NA
"173","2020-04-06 01:55:00",2,"Northwest",NA
"174","2020-04-06 01:55:00",8,"Scenic Vista",NA
"175","2020-04-06 01:55:00",8,"Scenic Vista",NA
"176","2020-04-06 01:55:00",9,"Broadview",NA
"177","2020-04-06 01:55:00",9,"Broadview",NA
"178","2020-04-06 01:55:00",9,"Broadview",NA
"179","2020-04-06 01:55:00",9,"Broadview",NA
"180","2020-04-06 01:55:00",15,"Weston",NA
"181","2020-04-06 01:55:00",15,"Weston",NA
"182","2020-04-06 01:55:00",18,"East Parton",NA
"183","2020-04-06 02:00:00",1,"Palace Hills",NA
"184","2020-04-06 02:00:00",19,"West Parton",NA
"185","2020-04-06 02:05:00",2,"Northwest",NA
"186","2020-04-06 02:05:00",2,"Northwest",NA
"187","2020-04-06 02:05:00",4,"Safe Town",NA
"188","2020-04-06 02:05:00",9,"Broadview",NA
"189","2020-04-06 02:05:00",11,"Terrapin",NA
"190","2020-04-06 02:05:00",11,"Terrapin",NA
"191","2020-04-06 02:05:00",14,"Easton",NA
"192","2020-04-06 02:05:00",15,"Weston",NA
"193","2020-04-06 02:05:00",15,"Weston",NA
"194","2020-04-06 02:10:00",2,"Northwest",NA
"195","2020-04-06 02:10:00",3,"Old Town",NA
"196","2020-04-06 02:10:00",6,"Downtown",NA
"197","2020-04-06 02:10:00",8,"Scenic Vista",NA
"198","2020-04-06 02:10:00",8,"Scenic Vista",NA
"199","2020-04-06 02:10:00",15,"Weston",NA
"200","2020-04-06 02:15:00",1,"Palace Hills",NA
"201","2020-04-06 02:15:00",1,"Palace Hills",NA
"202","2020-04-06 02:15:00",6,"Downtown",NA
"203","2020-04-06 02:15:00",6,"Downtown",NA
"204","2020-04-06 02:15:00",8,"Scenic Vista",NA
"205","2020-04-06 02:15:00",10,"Chapparal",NA
"206","2020-04-06 02:15:00",13,"Cheddarford",NA
"207","2020-04-06 02:15:00",15,"Weston",NA
"208","2020-04-06 02:15:00",18,"East Parton",NA
"209","2020-04-06 02:20:00",1,"Palace Hills",NA
"210","2020-04-06 02:20:00",2,"Northwest",0
"211","2020-04-06 02:20:00",3,"Old Town",NA
"212","2020-04-06 02:20:00",3,"Old Town",0
"213","2020-04-06 02:20:00",6,"Downtown",NA
"214","2020-04-06 02:20:00",6,"Downtown",NA
"215","2020-04-06 02:20:00",9,"Broadview",NA
"216","2020-04-06 02:20:00",12,"Pepper Mill",0
"217","2020-04-06 02:25:00",1,"Palace Hills",NA
"218","2020-04-06 02:25:00",1,"Palace Hills",NA
"219","2020-04-06 02:25:00",3,"Old Town",NA
"220","2020-04-06 02:25:00",4,"Safe Town",NA
"221","2020-04-06 02:25:00",10,"Chapparal",NA
"222","2020-04-06 02:25:00",11,"Terrapin",1
"223","2020-04-06 02:25:00",14,"Easton",NA
"224","2020-04-06 02:25:00",19,"West Parton",NA
"225","2020-04-06 02:30:00",1,"Palace Hills",NA
"226","2020-04-06 02:30:00",3,"Old Town",NA
"227","2020-04-06 02:30:00",8,"Scenic Vista",NA
"228","2020-04-06 02:30:00",9,"Broadview",NA
"229","2020-04-06 02:30:00",12,"Pepper Mill",1
"230","2020-04-06 02:30:00",19,"West Parton",NA
"231","2020-04-06 02:35:00",4,"Safe Town",NA
"232","2020-04-06 02:35:00",6,"Downtown",NA
"233","2020-04-06 02:35:00",6,"Downtown",NA
"234","2020-04-06 02:35:00",8,"Scenic Vista",NA
"235","2020-04-06 02:35:00",8,"Scenic Vista",1
"236","2020-04-06 02:35:00",8,"Scenic Vista",NA
"237","2020-04-06 02:35:00",8,"Scenic Vista",NA
"238","2020-04-06 02:35:00",9,"Broadview",NA
"239","2020-04-06 02:35:00",9,"Broadview",NA
"240","2020-04-06 02:35:00",15,"Weston",NA
"241","2020-04-06 02:35:00",19,"West Parton",NA
"242","2020-04-06 02:40:00",2,"Northwest",NA
"243","2020-04-06 02:40:00",3,"Old Town",0
"244","2020-04-06 02:40:00",6,"Downtown",1
"245","2020-04-06 02:40:00",8,"Scenic Vista",NA
"246","2020-04-06 02:40:00",9,"Broadview",NA
"247","2020-04-06 02:40:00",14,"Easton",NA
"248","2020-04-06 02:40:00",16,"Southton",NA
"249","2020-04-06 02:45:00",2,"Northwest",NA
"250","2020-04-06 02:45:00",2,"Northwest",NA
"251","2020-04-06 02:45:00",6,"Downtown",0
"252","2020-04-06 02:45:00",11,"Terrapin",NA
"253","2020-04-06 02:45:00",15,"Weston",NA
"254","2020-04-06 02:45:00",19,"West Parton",NA
"255","2020-04-06 02:50:00",5,"Southwest",NA
"256","2020-04-06 02:50:00",6,"Downtown",NA
"257","2020-04-06 02:50:00",6,"Downtown",NA
"258","2020-04-06 02:50:00",8,"Scenic Vista",1
"259","2020-04-06 02:50:00",9,"Broadview",NA
"260","2020-04-06 02:50:00",9,"Broadview",NA
"261","2020-04-06 02:50:00",10,"Chapparal",NA
"262","2020-04-06 02:50:00",11,"Terrapin",NA
"263","2020-04-06 02:50:00",15,"Weston",NA
"264","2020-04-06 02:50:00",15,"Weston",NA
"265","2020-04-06 02:50:00",15,"Weston",NA
"266","2020-04-06 02:55:00",2,"Northwest",NA
"267","2020-04-06 02:55:00",6,"Downtown",NA
"268","2020-04-06 02:55:00",9,"Broadview",NA
"269","2020-04-06 02:55:00",9,"Broadview",NA
"270","2020-04-06 02:55:00",11,"Terrapin",0
"271","2020-04-06 02:55:00",12,"Pepper Mill",0
"272","2020-04-06 02:55:00",15,"Weston",NA
"273","2020-04-06 02:55:00",16,"Southton",NA
"274","2020-04-06 03:00:00",1,"Palace Hills",NA
"275","2020-04-06 03:00:00",2,"Northwest",NA
"276","2020-04-06 03:00:00",2,"Northwest",NA
"277","2020-04-06 03:00:00",2,"Northwest",1
"278","2020-04-06 03:00:00",3,"Old Town",NA
"279","2020-04-06 03:00:00",5,"Southwest",NA
"280","2020-04-06 03:00:00",6,"Downtown",NA
"281","2020-04-06 03:00:00",8,"Scenic Vista",NA
"282","2020-04-06 03:00:00",11,"Terrapin",NA
"283","2020-04-06 03:00:00",12,"Pepper Mill",NA
"284","2020-04-06 03:00:00",14,"Easton",NA
"285","2020-04-06 03:00:00",15,"Weston",1
"286","2020-04-06 03:00:00",19,"West Parton",NA
"287","2020-04-06 03:05:00",1,"Palace Hills",NA
"288","2020-04-06 03:05:00",2,"Northwest",NA
"289","2020-04-06 03:05:00",3,"Old Town",1
"290","2020-04-06 03:05:00",3,"Old Town",NA
"291","2020-04-06 03:05:00",6,"Downtown",NA
"292","2020-04-06 03:05:00",6,"Downtown",NA
"293","2020-04-06 03:05:00",8,"Scenic Vista",NA
"294","2020-04-06 03:05:00",9,"Broadview",NA
"295","2020-04-06 03:10:00",2,"Northwest",NA
"296","2020-04-06 03:10:00",6,"Downtown",NA
"297","2020-04-06 03:10:00",6,"Downtown",NA
"298","2020-04-06 03:10:00",14,"Easton",NA
"299","2020-04-06 03:10:00",15,"Weston",NA
"300","2020-04-06 03:10:00",18,"East Parton",NA
"301","2020-04-06 03:15:00",2,"Northwest",0
"302","2020-04-06 03:15:00",6,"Downtown",NA
"303","2020-04-06 03:15:00",8,"Scenic Vista",NA
"304","2020-04-06 03:15:00",8,"Scenic Vista",NA
"305","2020-04-06 03:15:00",9,"Broadview",NA
"306","2020-04-06 03:15:00",15,"Weston",NA
"307","2020-04-06 03:15:00",18,"East Parton",NA
"308","2020-04-06 03:20:00",2,"Northwest",NA
"309","2020-04-06 03:20:00",6,"Downtown",0
"310","2020-04-06 03:20:00",8,"Scenic Vista",NA
"311","2020-04-06 03:20:00",10,"Chapparal",NA
"312","2020-04-06 03:20:00",15,"Weston",NA
"313","2020-04-06 03:25:00",2,"Northwest",NA
"314","2020-04-06 03:25:00",5,"Southwest",NA
"315","2020-04-06 03:25:00",6,"Downtown",NA
"316","2020-04-06 03:25:00",6,"Downtown",1
"317","2020-04-06 03:30:00",2,"Northwest",NA
"318","2020-04-06 03:30:00",6,"Downtown",NA
"319","2020-04-06 03:35:00",2,"Northwest",NA
"320","2020-04-06 03:35:00",3,"Old Town",NA
"321","2020-04-06 03:35:00",3,"Old Town",NA
"322","2020-04-06 03:35:00",9,"Broadview",NA
"323","2020-04-06 03:35:00",9,"Broadview",NA
"324","2020-04-06 03:35:00",12,"Pepper Mill",NA
"325","2020-04-06 03:35:00",15,"Weston",1
"326","2020-04-06 03:35:00",16,"Southton",NA
"327","2020-04-06 03:40:00",2,"Northwest",1
"328","2020-04-06 03:40:00",5,"Southwest",NA
"329","2020-04-06 03:40:00",6,"Downtown",NA
"330","2020-04-06 03:40:00",8,"Scenic Vista",NA
"331","2020-04-06 03:40:00",8,"Scenic Vista",1
"332","2020-04-06 03:40:00",9,"Broadview",NA
"333","2020-04-06 03:40:00",16,"Southton",1
"334","2020-04-06 03:40:00",19,"West Parton",NA
"335","2020-04-06 03:45:00",3,"Old Town",NA
"336","2020-04-06 03:45:00",4,"Safe Town",NA
"337","2020-04-06 03:45:00",5,"Southwest",NA
"338","2020-04-06 03:45:00",5,"Southwest",1
"339","2020-04-06 03:45:00",8,"Scenic Vista",NA
"340","2020-04-06 03:45:00",9,"Broadview",NA
"341","2020-04-06 03:45:00",15,"Weston",NA
"342","2020-04-06 03:45:00",15,"Weston",NA
"343","2020-04-06 03:50:00",1,"Palace Hills",NA
"344","2020-04-06 03:50:00",2,"Northwest",NA
"345","2020-04-06 03:50:00",6,"Downtown",NA
"346","2020-04-06 03:50:00",6,"Downtown",NA
"347","2020-04-06 03:50:00",8,"Scenic Vista",NA
"348","2020-04-06 03:50:00",14,"Easton",NA
"349","2020-04-06 03:50:00",18,"East Parton",NA
"350","2020-04-06 03:55:00",6,"Downtown",NA
"351","2020-04-06 03:55:00",8,"Scenic Vista",NA
"352","2020-04-06 03:55:00",8,"Scenic Vista",NA
"353","2020-04-06 03:55:00",15,"Weston",NA
"354","2020-04-06 04:00:00",2,"Northwest",NA
"355","2020-04-06 04:00:00",6,"Downtown",NA
"356","2020-04-06 04:00:00",6,"Downtown",NA
"357","2020-04-06 04:00:00",6,"Downtown",NA
"358","2020-04-06 04:00:00",6,"Downtown",1
"359","2020-04-06 04:00:00",8,"Scenic Vista",NA
"360","2020-04-06 04:00:00",8,"Scenic Vista",NA
"361","2020-04-06 04:00:00",11,"Terrapin",0
"362","2020-04-06 04:00:00",19,"West Parton",NA
"363","2020-04-06 04:05:00",2,"Northwest",0
"364","2020-04-06 04:05:00",3,"Old Town",NA
"365","2020-04-06 04:05:00",6,"Downtown",NA
"366","2020-04-06 04:05:00",8,"Scenic Vista",NA
"367","2020-04-06 04:05:00",8,"Scenic Vista",NA
"368","2020-04-06 04:05:00",9,"Broadview",NA
"369","2020-04-06 04:05:00",14,"Easton",NA
"370","2020-04-06 04:05:00",15,"Weston",NA
"371","2020-04-06 04:05:00",18,"East Parton",NA
"372","2020-04-06 04:10:00",8,"Scenic Vista",NA
"373","2020-04-06 04:10:00",8,"Scenic Vista",NA
"374","2020-04-06 04:10:00",8,"Scenic Vista",NA
"375","2020-04-06 04:10:00",8,"Scenic Vista",NA
"376","2020-04-06 04:10:00",9,"Broadview",NA
"377","2020-04-06 04:10:00",15,"Weston",NA
"378","2020-04-06 04:10:00",16,"Southton",NA
"379","2020-04-06 04:10:00",17,"Oak Willow",NA
"380","2020-04-06 04:15:00",1,"Palace Hills",NA
"381","2020-04-06 04:15:00",2,"Northwest",NA
"382","2020-04-06 04:15:00",2,"Northwest",NA
"383","2020-04-06 04:15:00",4,"Safe Town",NA
"384","2020-04-06 04:15:00",5,"Southwest",NA
"385","2020-04-06 04:15:00",5,"Southwest",NA
"386","2020-04-06 04:15:00",5,"Southwest",NA
"387","2020-04-06 04:15:00",6,"Downtown",NA
"388","2020-04-06 04:15:00",8,"Scenic Vista",NA
"389","2020-04-06 04:15:00",8,"Scenic Vista",NA
"390","2020-04-06 04:15:00",9,"Broadview",NA
"391","2020-04-06 04:15:00",14,"Easton",0
"392","2020-04-06 04:20:00",6,"Downtown",NA
"393","2020-04-06 04:20:00",6,"Downtown",NA
"394","2020-04-06 04:20:00",9,"Broadview",0
"395","2020-04-06 04:20:00",15,"Weston",NA
"396","2020-04-06 04:20:00",19,"West Parton",NA
"397","2020-04-06 04:25:00",2,"Northwest",NA
"398","2020-04-06 04:25:00",4,"Safe Town",NA
"399","2020-04-06 04:25:00",6,"Downtown",NA
"400","2020-04-06 04:25:00",6,"Downtown",NA
"401","2020-04-06 04:25:00",8,"Scenic Vista",NA
"402","2020-04-06 04:25:00",14,"Easton",NA
"403","2020-04-06 04:25:00",15,"Weston",NA
"404","2020-04-06 04:30:00",6,"Downtown",NA
"405","2020-04-06 04:30:00",8,"Scenic Vista",NA
"406","2020-04-06 04:30:00",8,"Scenic Vista",NA
"407","2020-04-06 04:30:00",9,"Broadview",NA
"408","2020-04-06 04:30:00",9,"Broadview",0
"409","2020-04-06 04:30:00",10,"Chapparal",1
"410","2020-04-06 04:30:00",14,"Easton",NA
"411","2020-04-06 04:30:00",15,"Weston",1
"412","2020-04-06 04:35:00",2,"Northwest",1
"413","2020-04-06 04:35:00",8,"Scenic Vista",NA
"414","2020-04-06 04:35:00",14,"Easton",NA
"415","2020-04-06 04:35:00",15,"Weston",NA
"416","2020-04-06 04:35:00",15,"Weston",0
"417","2020-04-06 04:40:00",1,"Palace Hills",NA
"418","2020-04-06 04:40:00",2,"Northwest",NA
"419","2020-04-06 04:40:00",15,"Weston",NA
"420","2020-04-06 04:40:00",19,"West Parton",NA
"421","2020-04-06 04:45:00",5,"Southwest",NA
"422","2020-04-06 04:45:00",6,"Downtown",NA
"423","2020-04-06 04:45:00",8,"Scenic Vista",1
"424","2020-04-06 04:45:00",15,"Weston",NA
"425","2020-04-06 04:50:00",5,"Southwest",NA
"426","2020-04-06 04:50:00",14,"Easton",NA
"427","2020-04-06 04:50:00",15,"Weston",NA
"428","2020-04-06 04:50:00",18,"East Parton",NA
"429","2020-04-06 04:55:00",8,"Scenic Vista",NA
"430","2020-04-06 04:55:00",9,"Broadview",NA
"431","2020-04-06 04:55:00",9,"Broadview",NA
"432","2020-04-06 04:55:00",14,"Easton",NA
"433","2020-04-06 05:00:00",2,"Northwest",NA
"434","2020-04-06 05:00:00",2,"Northwest",NA
"435","2020-04-06 05:00:00",15,"Weston",NA
"436","2020-04-06 05:00:00",19,"West Parton",NA
"437","2020-04-06 05:05:00",2,"Northwest",NA
"438","2020-04-06 05:05:00",2,"Northwest",1
"439","2020-04-06 05:05:00",5,"Southwest",0
"440","2020-04-06 05:05:00",6,"Downtown",1
"441","2020-04-06 05:05:00",15,"Weston",NA
"442","2020-04-06 05:10:00",2,"Northwest",NA
"443","2020-04-06 05:10:00",6,"Downtown",NA
"444","2020-04-06 05:10:00",6,"Downtown",NA
"445","2020-04-06 05:10:00",6,"Downtown",NA
"446","2020-04-06 05:10:00",6,"Downtown",NA
"447","2020-04-06 05:10:00",12,"Pepper Mill",NA
"448","2020-04-06 05:10:00",15,"Weston",NA
"449","2020-04-06 05:10:00",16,"Southton",NA
"450","2020-04-06 05:15:00",2,"Northwest",NA
"451","2020-04-06 05:15:00",4,"Safe Town",NA
"452","2020-04-06 05:15:00",5,"Southwest",1
"453","2020-04-06 05:15:00",8,"Scenic Vista",1
"454","2020-04-06 05:15:00",10,"Chapparal",NA
"455","2020-04-06 05:15:00",15,"Weston",NA
"456","2020-04-06 05:15:00",16,"Southton",1
"457","2020-04-06 05:15:00",18,"East Parton",NA
"458","2020-04-06 05:20:00",1,"Palace Hills",0
"459","2020-04-06 05:20:00",2,"Northwest",NA
"460","2020-04-06 05:20:00",3,"Old Town",NA
"461","2020-04-06 05:20:00",3,"Old Town",NA
"462","2020-04-06 05:20:00",6,"Downtown",NA
"463","2020-04-06 05:20:00",6,"Downtown",NA
"464","2020-04-06 05:20:00",8,"Scenic Vista",NA
"465","2020-04-06 05:20:00",8,"Scenic Vista",NA
"466","2020-04-06 05:20:00",8,"Scenic Vista",NA
"467","2020-04-06 05:20:00",12,"Pepper Mill",NA
"468","2020-04-06 05:20:00",14,"Easton",NA
"469","2020-04-06 05:20:00",15,"Weston",NA
"470","2020-04-06 05:20:00",18,"East Parton",NA
"471","2020-04-06 05:25:00",4,"Safe Town",NA
"472","2020-04-06 05:25:00",9,"Broadview",NA
"473","2020-04-06 05:25:00",9,"Broadview",NA
"474","2020-04-06 05:25:00",11,"Terrapin",NA
"475","2020-04-06 05:25:00",15,"Weston",NA
"476","2020-04-06 05:25:00",18,"East Parton",NA
"477","2020-04-06 05:30:00",2,"Northwest",NA
"478","2020-04-06 05:30:00",3,"Old Town",NA
"479","2020-04-06 05:30:00",5,"Southwest",0
"480","2020-04-06 05:30:00",6,"Downtown",NA
"481","2020-04-06 05:30:00",15,"Weston",NA
"482","2020-04-06 05:30:00",18,"East Parton",NA
"483","2020-04-06 05:35:00",3,"Old Town",1
"484","2020-04-06 05:35:00",6,"Downtown",NA
"485","2020-04-06 05:35:00",6,"Downtown",1
"486","2020-04-06 05:35:00",8,"Scenic Vista",NA
"487","2020-04-06 05:35:00",9,"Broadview",NA
"488","2020-04-06 05:35:00",15,"Weston",NA
"489","2020-04-06 05:35:00",19,"West Parton",NA
"490","2020-04-06 05:40:00",3,"Old Town",NA
"491","2020-04-06 05:40:00",3,"Old Town",NA
"492","2020-04-06 05:40:00",3,"Old Town",NA
"493","2020-04-06 05:40:00",5,"Southwest",0
"494","2020-04-06 05:40:00",6,"Downtown",NA
"495","2020-04-06 05:40:00",9,"Broadview",NA
"496","2020-04-06 05:40:00",15,"Weston",NA
"497","2020-04-06 05:40:00",16,"Southton",NA
"498","2020-04-06 05:40:00",16,"Southton",NA
"499","2020-04-06 05:40:00",17,"Oak Willow",NA
"500","2020-04-06 05:45:00",3,"Old Town",NA
"501","2020-04-06 05:45:00",3,"Old Town",NA
"502","2020-04-06 05:45:00",5,"Southwest",NA
"503","2020-04-06 05:45:00",6,"Downtown",0
"504","2020-04-06 05:45:00",7,"Wilson Forest",NA
"505","2020-04-06 05:45:00",8,"Scenic Vista",1
"506","2020-04-06 05:45:00",9,"Broadview",NA
"507","2020-04-06 05:45:00",9,"Broadview",NA
"508","2020-04-06 05:45:00",9,"Broadview",NA
"509","2020-04-06 05:45:00",14,"Easton",NA
"510","2020-04-06 05:45:00",15,"Weston",NA
"511","2020-04-06 05:50:00",8,"Scenic Vista",NA
