"","time","location","Location_name","roads_and_bridges"
"180","2020-04-06 01:55:00",15,"Weston",6
"181","2020-04-06 01:55:00",15,"Weston",2
"182","2020-04-06 01:55:00",18,"East Parton",6
"183","2020-04-06 02:00:00",1,"Palace Hills",0
"184","2020-04-06 02:00:00",19,"West Parton",9
"185","2020-04-06 02:05:00",2,"Northwest",5
"186","2020-04-06 02:05:00",2,"Northwest",6
"187","2020-04-06 02:05:00",4,"Safe Town",8
"188","2020-04-06 02:05:00",9,"Broadview",5
"189","2020-04-06 02:05:00",11,"Terrapin",10
"190","2020-04-06 02:05:00",11,"Terrapin",8
"191","2020-04-06 02:05:00",14,"Easton",1
"192","2020-04-06 02:05:00",15,"Weston",9
"193","2020-04-06 02:05:00",15,"Weston",9
"194","2020-04-06 02:10:00",2,"Northwest",5
"195","2020-04-06 02:10:00",3,"Old Town",2
"196","2020-04-06 02:10:00",6,"Downtown",0
"197","2020-04-06 02:10:00",8,"Scenic Vista",10
"198","2020-04-06 02:10:00",8,"Scenic Vista",6
"199","2020-04-06 02:10:00",15,"Weston",9
"200","2020-04-06 02:15:00",1,"Palace Hills",8
"201","2020-04-06 02:15:00",1,"Palace Hills",1
"202","2020-04-06 02:15:00",6,"Downtown",3
"203","2020-04-06 02:15:00",6,"Downtown",10
"204","2020-04-06 02:15:00",8,"Scenic Vista",10
"205","2020-04-06 02:15:00",10,"Chapparal",4
"206","2020-04-06 02:15:00",13,"Cheddarford",10
"207","2020-04-06 02:15:00",15,"Weston",0
"208","2020-04-06 02:15:00",18,"East Parton",5
"209","2020-04-06 02:20:00",1,"Palace Hills",10
"210","2020-04-06 02:20:00",2,"Northwest",4
"211","2020-04-06 02:20:00",3,"Old Town",1
"212","2020-04-06 02:20:00",3,"Old Town",6
"213","2020-04-06 02:20:00",6,"Downtown",10
"214","2020-04-06 02:20:00",6,"Downtown",5
"215","2020-04-06 02:20:00",9,"Broadview",0
"216","2020-04-06 02:20:00",12,"Pepper Mill",10
"217","2020-04-06 02:25:00",1,"Palace Hills",2
"218","2020-04-06 02:25:00",1,"Palace Hills",5
"219","2020-04-06 02:25:00",3,"Old Town",10
"220","2020-04-06 02:25:00",4,"Safe Town",8
"221","2020-04-06 02:25:00",10,"Chapparal",10
"222","2020-04-06 02:25:00",11,"Terrapin",7
"223","2020-04-06 02:25:00",14,"Easton",10
"224","2020-04-06 02:25:00",19,"West Parton",9
"225","2020-04-06 02:30:00",1,"Palace Hills",4
"226","2020-04-06 02:30:00",3,"Old Town",4
"227","2020-04-06 02:30:00",8,"Scenic Vista",5
"228","2020-04-06 02:30:00",9,"Broadview",4
"229","2020-04-06 02:30:00",12,"Pepper Mill",7
"230","2020-04-06 02:30:00",19,"West Parton",2
"231","2020-04-06 02:35:00",4,"Safe Town",2
"232","2020-04-06 02:35:00",6,"Downtown",2
"233","2020-04-06 02:35:00",6,"Downtown",3
"234","2020-04-06 02:35:00",8,"Scenic Vista",6
"235","2020-04-06 02:35:00",8,"Scenic Vista",1
"236","2020-04-06 02:35:00",8,"Scenic Vista",5
"237","2020-04-06 02:35:00",8,"Scenic Vista",0
"238","2020-04-06 02:35:00",9,"Broadview",10
"239","2020-04-06 02:35:00",9,"Broadview",4
"240","2020-04-06 02:35:00",15,"Weston",2
"241","2020-04-06 02:35:00",19,"West Parton",6
"242","2020-04-06 02:40:00",2,"Northwest",10
"243","2020-04-06 02:40:00",3,"Old Town",4
"244","2020-04-06 02:40:00",6,"Downtown",2
"245","2020-04-06 02:40:00",8,"Scenic Vista",6
"246","2020-04-06 02:40:00",9,"Broadview",5
"247","2020-04-06 02:40:00",14,"Easton",10
"248","2020-04-06 02:40:00",16,"Southton",10
"249","2020-04-06 02:45:00",2,"Northwest",8
"250","2020-04-06 02:45:00",2,"Northwest",10
"251","2020-04-06 02:45:00",6,"Downtown",0
"252","2020-04-06 02:45:00",11,"Terrapin",6
"253","2020-04-06 02:45:00",15,"Weston",8
"254","2020-04-06 02:45:00",19,"West Parton",2
"255","2020-04-06 02:50:00",5,"Southwest",5
"256","2020-04-06 02:50:00",6,"Downtown",7
"257","2020-04-06 02:50:00",6,"Downtown",3
"258","2020-04-06 02:50:00",8,"Scenic Vista",10
"259","2020-04-06 02:50:00",9,"Broadview",9
"260","2020-04-06 02:50:00",9,"Broadview",10
"261","2020-04-06 02:50:00",10,"Chapparal",0
"262","2020-04-06 02:50:00",11,"Terrapin",8
"263","2020-04-06 02:50:00",15,"Weston",3
"264","2020-04-06 02:50:00",15,"Weston",6
"265","2020-04-06 02:50:00",15,"Weston",10
"266","2020-04-06 02:55:00",2,"Northwest",10
"267","2020-04-06 02:55:00",6,"Downtown",9
"268","2020-04-06 02:55:00",9,"Broadview",0
"269","2020-04-06 02:55:00",9,"Broadview",7
"270","2020-04-06 02:55:00",11,"Terrapin",1
"271","2020-04-06 02:55:00",12,"Pepper Mill",7
"272","2020-04-06 02:55:00",15,"Weston",8
"273","2020-04-06 02:55:00",16,"Southton",3
"274","2020-04-06 03:00:00",1,"Palace Hills",0
"275","2020-04-06 03:00:00",2,"Northwest",10
"276","2020-04-06 03:00:00",2,"Northwest",3
"277","2020-04-06 03:00:00",2,"Northwest",9
"278","2020-04-06 03:00:00",3,"Old Town",3
"279","2020-04-06 03:00:00",5,"Southwest",2
"280","2020-04-06 03:00:00",6,"Downtown",2
"281","2020-04-06 03:00:00",8,"Scenic Vista",5
"282","2020-04-06 03:00:00",11,"Terrapin",8
"283","2020-04-06 03:00:00",12,"Pepper Mill",5
"284","2020-04-06 03:00:00",14,"Easton",1
"285","2020-04-06 03:00:00",15,"Weston",7
"286","2020-04-06 03:00:00",19,"West Parton",10
"287","2020-04-06 03:05:00",1,"Palace Hills",8
"288","2020-04-06 03:05:00",2,"Northwest",1
"289","2020-04-06 03:05:00",3,"Old Town",4
"290","2020-04-06 03:05:00",3,"Old Town",1
"291","2020-04-06 03:05:00",6,"Downtown",7
"292","2020-04-06 03:05:00",6,"Downtown",9
"293","2020-04-06 03:05:00",8,"Scenic Vista",4
"294","2020-04-06 03:05:00",9,"Broadview",8
"295","2020-04-06 03:10:00",2,"Northwest",5
"296","2020-04-06 03:10:00",6,"Downtown",6
"297","2020-04-06 03:10:00",6,"Downtown",2
"298","2020-04-06 03:10:00",14,"Easton",6
"299","2020-04-06 03:10:00",15,"Weston",0
"300","2020-04-06 03:10:00",18,"East Parton",10
"301","2020-04-06 03:15:00",2,"Northwest",7
"302","2020-04-06 03:15:00",6,"Downtown",10
"303","2020-04-06 03:15:00",8,"Scenic Vista",6
"304","2020-04-06 03:15:00",8,"Scenic Vista",9
"305","2020-04-06 03:15:00",9,"Broadview",10
"306","2020-04-06 03:15:00",15,"Weston",0
"307","2020-04-06 03:15:00",18,"East Parton",7
"308","2020-04-06 03:20:00",2,"Northwest",8
"309","2020-04-06 03:20:00",6,"Downtown",0
"310","2020-04-06 03:20:00",8,"Scenic Vista",2
"311","2020-04-06 03:20:00",10,"Chapparal",10
"312","2020-04-06 03:20:00",15,"Weston",5
"313","2020-04-06 03:25:00",2,"Northwest",1
"314","2020-04-06 03:25:00",5,"Southwest",2
"315","2020-04-06 03:25:00",6,"Downtown",10
"316","2020-04-06 03:25:00",6,"Downtown",3
"317","2020-04-06 03:30:00",2,"Northwest",7
"318","2020-04-06 03:30:00",6,"Downtown",6
"319","2020-04-06 03:35:00",2,"Northwest",3
"320","2020-04-06 03:35:00",3,"Old Town",5
"321","2020-04-06 03:35:00",3,"Old Town",5
"322","2020-04-06 03:35:00",9,"Broadview",7
"323","2020-04-06 03:35:00",9,"Broadview",0
"324","2020-04-06 03:35:00",12,"Pepper Mill",10
"325","2020-04-06 03:35:00",15,"Weston",1
"326","2020-04-06 03:35:00",16,"Southton",1
"327","2020-04-06 03:40:00",2,"Northwest",6
"328","2020-04-06 03:40:00",5,"Southwest",2
"329","2020-04-06 03:40:00",6,"Downtown",1
"330","2020-04-06 03:40:00",8,"Scenic Vista",8
"331","2020-04-06 03:40:00",8,"Scenic Vista",9
"332","2020-04-06 03:40:00",9,"Broadview",5
"333","2020-04-06 03:40:00",16,"Southton",2
"334","2020-04-06 03:40:00",19,"West Parton",1
"335","2020-04-06 03:45:00",3,"Old Town",0
"336","2020-04-06 03:45:00",4,"Safe Town",1
"337","2020-04-06 03:45:00",5,"Southwest",4
"338","2020-04-06 03:45:00",5,"Southwest",1
"339","2020-04-06 03:45:00",8,"Scenic Vista",0
"340","2020-04-06 03:45:00",9,"Broadview",0
"341","2020-04-06 03:45:00",15,"Weston",2
"342","2020-04-06 03:45:00",15,"Weston",7
"343","2020-04-06 03:50:00",1,"Palace Hills",10
"344","2020-04-06 03:50:00",2,"Northwest",8
"345","2020-04-06 03:50:00",6,"Downtown",6
"346","2020-04-06 03:50:00",6,"Downtown",2
"347","2020-04-06 03:50:00",8,"Scenic Vista",4
"348","2020-04-06 03:50:00",14,"Easton",10
"349","2020-04-06 03:50:00",18,"East Parton",9
"350","2020-04-06 03:55:00",6,"Downtown",7
"351","2020-04-06 03:55:00",8,"Scenic Vista",3
"352","2020-04-06 03:55:00",8,"Scenic Vista",9
"353","2020-04-06 03:55:00",15,"Weston",8
"354","2020-04-06 04:00:00",2,"Northwest",0
"355","2020-04-06 04:00:00",6,"Downtown",6
"356","2020-04-06 04:00:00",6,"Downtown",4
"357","2020-04-06 04:00:00",6,"Downtown",9
"358","2020-04-06 04:00:00",6,"Downtown",6
"359","2020-04-06 04:00:00",8,"Scenic Vista",9
"360","2020-04-06 04:00:00",8,"Scenic Vista",0
"361","2020-04-06 04:00:00",11,"Terrapin",7
"362","2020-04-06 04:00:00",19,"West Parton",8
"363","2020-04-06 04:05:00",2,"Northwest",10
"364","2020-04-06 04:05:00",3,"Old Town",0
"365","2020-04-06 04:05:00",6,"Downtown",5
"366","2020-04-06 04:05:00",8,"Scenic Vista",10
"367","2020-04-06 04:05:00",8,"Scenic Vista",2
"368","2020-04-06 04:05:00",9,"Broadview",3
"369","2020-04-06 04:05:00",14,"Easton",9
"370","2020-04-06 04:05:00",15,"Weston",10
"371","2020-04-06 04:05:00",18,"East Parton",7
"372","2020-04-06 04:10:00",8,"Scenic Vista",10
"373","2020-04-06 04:10:00",8,"Scenic Vista",6
"374","2020-04-06 04:10:00",8,"Scenic Vista",0
"375","2020-04-06 04:10:00",8,"Scenic Vista",2
"376","2020-04-06 04:10:00",9,"Broadview",0
"377","2020-04-06 04:10:00",15,"Weston",2
"378","2020-04-06 04:10:00",16,"Southton",7
"379","2020-04-06 04:10:00",17,"Oak Willow",10
"380","2020-04-06 04:15:00",1,"Palace Hills",3
"381","2020-04-06 04:15:00",2,"Northwest",9
"382","2020-04-06 04:15:00",2,"Northwest",9
"383","2020-04-06 04:15:00",4,"Safe Town",9
"384","2020-04-06 04:15:00",5,"Southwest",10
"385","2020-04-06 04:15:00",5,"Southwest",8
"386","2020-04-06 04:15:00",5,"Southwest",3
"387","2020-04-06 04:15:00",6,"Downtown",10
"388","2020-04-06 04:15:00",8,"Scenic Vista",8
"389","2020-04-06 04:15:00",8,"Scenic Vista",5
"390","2020-04-06 04:15:00",9,"Broadview",3
"391","2020-04-06 04:15:00",14,"Easton",10
"392","2020-04-06 04:20:00",6,"Downtown",8
"393","2020-04-06 04:20:00",6,"Downtown",10
"394","2020-04-06 04:20:00",9,"Broadview",8
"395","2020-04-06 04:20:00",15,"Weston",3
"396","2020-04-06 04:20:00",19,"West Parton",5
"397","2020-04-06 04:25:00",2,"Northwest",6
"398","2020-04-06 04:25:00",4,"Safe Town",10
"399","2020-04-06 04:25:00",6,"Downtown",9
"400","2020-04-06 04:25:00",6,"Downtown",5
"401","2020-04-06 04:25:00",8,"Scenic Vista",10
"402","2020-04-06 04:25:00",14,"Easton",5
"403","2020-04-06 04:25:00",15,"Weston",6
"404","2020-04-06 04:30:00",6,"Downtown",10
"405","2020-04-06 04:30:00",8,"Scenic Vista",9
"406","2020-04-06 04:30:00",8,"Scenic Vista",9
"407","2020-04-06 04:30:00",9,"Broadview",10
"408","2020-04-06 04:30:00",9,"Broadview",4
"409","2020-04-06 04:30:00",10,"Chapparal",3
"410","2020-04-06 04:30:00",14,"Easton",4
"411","2020-04-06 04:30:00",15,"Weston",9
"412","2020-04-06 04:35:00",2,"Northwest",3
"413","2020-04-06 04:35:00",8,"Scenic Vista",8
"414","2020-04-06 04:35:00",14,"Easton",10
"415","2020-04-06 04:35:00",15,"Weston",0
"416","2020-04-06 04:35:00",15,"Weston",10
"417","2020-04-06 04:40:00",1,"Palace Hills",7
"418","2020-04-06 04:40:00",2,"Northwest",10
"419","2020-04-06 04:40:00",15,"Weston",0
"420","2020-04-06 04:40:00",19,"West Parton",4
"421","2020-04-06 04:45:00",5,"Southwest",10
"422","2020-04-06 04:45:00",6,"Downtown",4
"423","2020-04-06 04:45:00",8,"Scenic Vista",5
"424","2020-04-06 04:45:00",15,"Weston",10
"425","2020-04-06 04:50:00",5,"Southwest",10
"426","2020-04-06 04:50:00",14,"Easton",7
"427","2020-04-06 04:50:00",15,"Weston",3
"428","2020-04-06 04:50:00",18,"East Parton",0
"429","2020-04-06 04:55:00",8,"Scenic Vista",0
"430","2020-04-06 04:55:00",9,"Broadview",4
"431","2020-04-06 04:55:00",9,"Broadview",3
"432","2020-04-06 04:55:00",14,"Easton",6
"433","2020-04-06 05:00:00",2,"Northwest",0
"434","2020-04-06 05:00:00",2,"Northwest",10
"435","2020-04-06 05:00:00",15,"Weston",1
"436","2020-04-06 05:00:00",19,"West Parton",4
"437","2020-04-06 05:05:00",2,"Northwest",6
"438","2020-04-06 05:05:00",2,"Northwest",2
"439","2020-04-06 05:05:00",5,"Southwest",0
"440","2020-04-06 05:05:00",6,"Downtown",8
"441","2020-04-06 05:05:00",15,"Weston",2
"442","2020-04-06 05:10:00",2,"Northwest",4
"443","2020-04-06 05:10:00",6,"Downtown",9
"444","2020-04-06 05:10:00",6,"Downtown",3
"445","2020-04-06 05:10:00",6,"Downtown",7
"446","2020-04-06 05:10:00",6,"Downtown",9
"447","2020-04-06 05:10:00",12,"Pepper Mill",10
"448","2020-04-06 05:10:00",15,"Weston",8
"449","2020-04-06 05:10:00",16,"Southton",4
"450","2020-04-06 05:15:00",2,"Northwest",10
"451","2020-04-06 05:15:00",4,"Safe Town",5
"452","2020-04-06 05:15:00",5,"Southwest",10
"453","2020-04-06 05:15:00",8,"Scenic Vista",0
"454","2020-04-06 05:15:00",10,"Chapparal",1
"455","2020-04-06 05:15:00",15,"Weston",7
"456","2020-04-06 05:15:00",16,"Southton",6
"457","2020-04-06 05:15:00",18,"East Parton",2
"458","2020-04-06 05:20:00",1,"Palace Hills",0
"459","2020-04-06 05:20:00",2,"Northwest",3
"460","2020-04-06 05:20:00",3,"Old Town",3
"461","2020-04-06 05:20:00",3,"Old Town",10
"462","2020-04-06 05:20:00",6,"Downtown",8
"463","2020-04-06 05:20:00",6,"Downtown",8
"464","2020-04-06 05:20:00",8,"Scenic Vista",4
"465","2020-04-06 05:20:00",8,"Scenic Vista",2
"466","2020-04-06 05:20:00",8,"Scenic Vista",2
"467","2020-04-06 05:20:00",12,"Pepper Mill",4
"468","2020-04-06 05:20:00",14,"Easton",0
"469","2020-04-06 05:20:00",15,"Weston",10
"470","2020-04-06 05:20:00",18,"East Parton",9
"471","2020-04-06 05:25:00",4,"Safe Town",7
"472","2020-04-06 05:25:00",9,"Broadview",1
"473","2020-04-06 05:25:00",9,"Broadview",0
"474","2020-04-06 05:25:00",11,"Terrapin",10
"475","2020-04-06 05:25:00",15,"Weston",0
"476","2020-04-06 05:25:00",18,"East Parton",0
"477","2020-04-06 05:30:00",2,"Northwest",5
"478","2020-04-06 05:30:00",3,"Old Town",10
"479","2020-04-06 05:30:00",5,"Southwest",10
"480","2020-04-06 05:30:00",6,"Downtown",9
"481","2020-04-06 05:30:00",15,"Weston",1
"482","2020-04-06 05:30:00",18,"East Parton",8
"483","2020-04-06 05:35:00",3,"Old Town",2
"484","2020-04-06 05:35:00",6,"Downtown",9
"485","2020-04-06 05:35:00",6,"Downtown",4
"486","2020-04-06 05:35:00",8,"Scenic Vista",9
"487","2020-04-06 05:35:00",9,"Broadview",3
"488","2020-04-06 05:35:00",15,"Weston",9
"489","2020-04-06 05:35:00",19,"West Parton",6
"490","2020-04-06 05:40:00",3,"Old Town",1
"491","2020-04-06 05:40:00",3,"Old Town",10
"492","2020-04-06 05:40:00",3,"Old Town",5
"493","2020-04-06 05:40:00",5,"Southwest",5
"494","2020-04-06 05:40:00",6,"Downtown",0
"495","2020-04-06 05:40:00",9,"Broadview",10
"496","2020-04-06 05:40:00",15,"Weston",5
"497","2020-04-06 05:40:00",16,"Southton",10
"498","2020-04-06 05:40:00",16,"Southton",10
"499","2020-04-06 05:40:00",17,"Oak Willow",2
"500","2020-04-06 05:45:00",3,"Old Town",10
"501","2020-04-06 05:45:00",3,"Old Town",0
"502","2020-04-06 05:45:00",5,"Southwest",3
"503","2020-04-06 05:45:00",6,"Downtown",10
"504","2020-04-06 05:45:00",7,"Wilson Forest",1
"505","2020-04-06 05:45:00",8,"Scenic Vista",8
"506","2020-04-06 05:45:00",9,"Broadview",7
"507","2020-04-06 05:45:00",9,"Broadview",7
"508","2020-04-06 05:45:00",9,"Broadview",4
"509","2020-04-06 05:45:00",14,"Easton",8
"510","2020-04-06 05:45:00",15,"Weston",7
"511","2020-04-06 05:50:00",8,"Scenic Vista",10
"512","2020-04-06 05:50:00",15,"Weston",3
"513","2020-04-06 05:50:00",15,"Weston",10
"514","2020-04-06 05:50:00",18,"East Parton",4
"515","2020-04-06 05:55:00",2,"Northwest",7
"516","2020-04-06 05:55:00",4,"Safe Town",5
"517","2020-04-06 05:55:00",5,"Southwest",3
"518","2020-04-06 05:55:00",6,"Downtown",6
"519","2020-04-06 05:55:00",6,"Downtown",1
"520","2020-04-06 05:55:00",9,"Broadview",4
"521","2020-04-06 05:55:00",14,"Easton",1
"522","2020-04-06 05:55:00",15,"Weston",6
"523","2020-04-06 05:55:00",16,"Southton",3
"524","2020-04-06 05:55:00",18,"East Parton",10
"525","2020-04-06 06:00:00",2,"Northwest",8
"526","2020-04-06 06:00:00",3,"Old Town",7
"527","2020-04-06 06:00:00",8,"Scenic Vista",4
